,ITE_ITEM_TITLE,ITE_ITEM_TITLE,"Score Similitud (0,1)"
3970,Tênis Feminino Kolosh Slip On Preto K8719 Sport Style,Tênis Kolosh Feminino Slip On K8719 Estilo Sapatilha,0.5454545454545454
3971,Sapatênis Masculino Ferracini 8383-448a Sirius Ba Couro,Sapatênis Couro Ferracini Masculino - Sirius 8384-448,0.5555555555555556
3972,Tênis Bull Terrier Dragon Ii - Marrom - Delabela Calçados,Tênis Couro Bull Terrier Dragon Iii - Marrom Escuro,0.5
3973,Sapato Sapatenis Casual Masculino Moderno Confort Barato,Sapato Masculino Sapatenis Casual Lançamento Moderno,0.625
3974,Tênis Asics Gel-nimbus 22  Tamanho Grande Black/red,Tênis Asics  Gel-nimbus  22 Feminino Hot Pink,0.4
3975,Tênis Klin Masculino Infantil Mini Walk Marinho 453033 Preto,Tênis Klin Infantil Masculino Walk Marinho,0.6666666666666666
3976,Bicicleta  De Passeio Ultra Bikes Bike Rebaixada 18 Marchas Aro 24 18v Freios V-brakes Cor Chrome Line Green,Bicicleta  De Passeio Ultra Bikes Bike Rebaixada 18 Marchas Aro 24 18v Freios V-brakes Cor Chrome Line Cromado,0.8888888888888888
3977,3 Pares De Tampas De Bicicleta De Corrida Para Guidão De 20,Kit 3 Pares De Tênis Wave Creation 20 Corrida,0.36363636363636365
3978,Tenis Casual Infantil Com Carrinho Jogging Kidy 007-0604,Tenis Infantil Masculino Casual Kidy + Brinde Carrinho Novo,0.45454545454545453
3979,Tênis Slip On Dream Ii Rainha - Ra01600001,Tênis Slip On Nobuck - Nude,0.4
3980,Tênis Ms Snake 4527 Numeração 44 45 46 47 48 Caminhada,Sapatênis Preto Lounge Probs7 Numeração 44 45 46 47 48,0.4
3981,Tênis Casual Feminino Confortável  Lançamento. Jeans Azul,Tênis Casual Feminino Confortável Lançamento. Camurça Preto,0.6
3982,Tênis Mironelli Confort Feminino 61072,Tênis Mironelli Confort Feminino 61074,0.6666666666666666
3983,Tênis Usthemp Half Temático - Raposinhas,Tênis Usthemp Half Temático - Margarida,0.7142857142857143
3984,Sapatênis Casual Masculino Jogging + Relógio Digital ,Tênis Sapatênis Sapato Jogging Masculino Com Relógio Digital,0.5555555555555556
3985,Tênis Feminino Meia Slip On Leve Academia Lançamento ,Tênis Slip Meia Feminino Lançamento,0.625
3986,Tênis Crisis La Dc Shoes N 41,Tênis Dc Shoes Crisis La Preto,0.625
3987,Tênis Öus Skate Imigrante 97 Oe Cinza Claro Original Com Nfe,Tênis Öus Skate Imigrante Cinza Vsuede Refletivo Essencial,0.38461538461538464
3988,Tênis Infantil Menino Fila Recovery - Marinho,Tênis Infantil Menino Marinho Pink,0.5
3989,Tênis Anabela Mississipi E Meia Ms20-q3341,Tênis Anabela Mississipi E Case Ms20-q3342 ,0.42857142857142855
3990,Bicicleta Aro 29 Câmbio 27v Freio Hidráulico Laranja Tam. 17,Bicicleta Aro 29 Câmbio 27v Freio Hidráulico Laranja Tam. 15,0.8333333333333334
3991,Tênis Beira Rio Conforto Chunky Tecido Bege,Tênis Beira Rio Conforto Chunky R.4261-104,0.625
3992,Tenis Jogging Masculino Em Oferta Liquidação Promoção,Tenis Masculino Venan Na Promoção,0.42857142857142855
3993,Vor 02 - Tiger,Vor 04 - Menta,0.3333333333333333
3994,Bicicleta Aro29 Z1-x Q15 Fr Disco Mecânico 21v Laranja Dropp,Bicicleta Aro29 Q21 Fr Disco Mecânico 21v Z1-x Laranja Dropp,0.8181818181818182
3995,Tênis Infantil Com Luzes,Tênis  Infantil ,0.6666666666666666
3996,Tênis Kidy Play Infantil Menina Calce 007-1595 Preto + Moto,Tênis Infantil Preto Menina Kidy,0.5
3997,Tênis Feminino Coca Cola Plataforma Rambla,Tênis Feminino Coca Cola ,0.6666666666666666
3998,Tênis Casual Moleca Lona,Tênis Da Moleca Casual ,0.75
3999,Tênis Air Cano Baixo Preto Unisex,Tênis Infantil Dinossauro Preto Cano Baixo,0.5
4000,Tênis Casual Star Tech California St0746,Tênis Star Yoshi Botinha Casual,0.375
4001,Tenis Dg G3 Porto Black Deg Branco Unissex Dourado,Tenis Dg G3 Porto Black Deg Branco Unissex Platina,0.8
4002,Tênis Asics Gel Pulse 11 Masculino 1011a550-001 Corrida,Tênis Masculino Asics Corrida,0.5
4003,Tênis Hard Original Kit Com 12 Pares ,Tênis Mizuno Masculino Kit Com 12 Pares ,0.5
4004,Tênis Feminino Chunck Sneaker Casual Plataforma Tie Dye ,Tênis Feminino Chunck Sneaker Casual Plataforma Confortavel ,0.6666666666666666
4005,Bicicleta Aro 29 Z4-x 24v Preto E Vermelho 17,Bicicleta Aro 29 Z4-x Câmbio 24v Preto E Vermelho 15,0.7
4006,Tenis Feminino Esportivo Actvitta Original Confortavel Lycra,Tenis Feminino Confortavel Para Caminhada Tenis Esportivo,0.5
4007,Sapatênis Couro Colcci Masculino Original,Sapatênis Masculino Em Couro Domeland Original Com Ziper ,0.5714285714285714
4008,Tênis Masculino Tradicional Clássico,Tênis Addan Original Masculino  Clássico,0.5
4009,Tênis Esportivo Masculino adidas Energyfalcon Ev7192 Preto,Tênis adidas Energyfalcon Masculino,0.5714285714285714
4010,Tênis Slip On Preto Dragon Ball Casa Mestre Kami Paisagem,Tênis Slip On Preto Dragon Ball Capsule Corp Madimbu,0.46153846153846156
4011,Tênis Coca-cola All Day,Tênis All Star,0.4
4012,Tenis Infantil Tênis Feminino Promoção Brinde Bolsa C Corrid,Tenis Infantil Tênis Feminino Promoção Brinde Bolsa C Oferta,0.8
4013,Ous Emergente Black Gold Essencialtênis,Tênis Ous Emergente Black Gold Essencial Original,0.5
4014,Bota Sapatenis Masculino Cano Curto Cor Chocolate,Tenis Sapatenis Masculino Cano Alto Bota Barato,0.4
4015,Tenis Via Marte 20-6504,Tenis Via Marte,0.75
4016,Tênis Masculino Nylon Perfuros Cadarço Confortável Dia A Dia,"Tênis Masculino Super Confortável,para Seu Dia A Dia ",0.4444444444444444
4017,Tênis Slip On Kolosh Tachas Preto C0528 Absorção Gel Impacto,Tênis Kolosh Slip On Preto Conforto,0.45454545454545453
4018,Tênis Usthemp Slip-on Casual Vegano Estampa Spitz,Tênis Usthemp Slip-on Vegano Casual Estampa Hank,0.75
4019,Sapatilha High One Novo Modelo Mtb Ciclismo Bike Velcro Clip,Sapatilha Ciclismo Mtb Bike Modelo Velcro Cool Clip Promoção,0.5833333333333334
4020,Tênis Olympikus Tropico O Melhor Preço,Tênis Olympikus Iris Marinho O Melhor Preço,0.5714285714285714
4021,Tenis Slip On Loren Fun Store Preto Verniz Aplique Flores,Slip On - Preto Verniz,0.36363636363636365
4022,Tênis Tie Dye Chunky Vizzano Recorte 1355.101 Branco,Tênis Chunky Vizzano Branco ,0.5
4023,Tênis Nike Lebron James 17 Low Nr: 41 Original,"Tênis Nike Lebron James 17 Low Nr: 42 Original, Novo Na Cx",0.6428571428571429
4024,Tênis Asics Tiger Gel Lyte Iii,Tênis Asics Tiger Hypergel Lyte,0.5714285714285714
4025,Kit Tênis Infantil Botinha Borboleta De Led Menina + Relógio,Kit Tênis Infantil  + Mochila + Relógio Led Da Turma Da Lol,0.5
4026,Drive Masculino Ferricelli Lexus - Brown,Tênis Rainha Drive Masculino - Preto,0.3333333333333333
4027,Nike Dunk Low Free 99,Nike Dunk Sb Low Muslin,0.42857142857142855
4028,Bicicleta De Rodinha Infantil Aro 12 Show Da Luna Nathor ,Bicicleta Bike Infantil Menina Aro 12 Show Da Luna Nathor,0.7
4029,Tênis Di Valentini Runner Sneaker Verniz Preto/rosa,Tênis Tina Di Valentini Napa Preto,0.3
4030,Tênis Wolverine Cano Longo Vingadores Infantil,Tênis Hulk Cano Alto Vingadores Infantil,0.5
4031,Tênis Sapatênis Curto-médio Lindo Combo Ótima Qualidade Kit,Tênis Feminino De Ótima Qualidade,0.3333333333333333
4032,Bicicleta Motorizada Cargo 80cc Fr Disco/susp Frete Gratis,Bicicleta Motorizada 80cc Cargo Completa,0.4444444444444444
4033,Tênis Masculino 12 Molas Refletivo,Tênis Masculino 12 Molas Refletivo Prateado + Frete Grátis ,0.5555555555555556
4034,Tênis Olympikus Sapatênis Masculino Drift 2 729 Branco,Tênis Olympikus Sapatênis Masculino Drift 2 729 Branco Novo,0.8888888888888888
4035,Bicicleta Infantil Aro 16 Bike Moto Cross Menino Com Rodinha,Bicicleta  Infantil Bike Moto Cross Amarela  Aro 16 Radical,0.6363636363636364
4036,Moda Moda Mulheres Sapatilhas Respirável Tecido Anti-derrapa,Mulheres Emagrecimento Sapatos Tecido Respirável Slip-on Tên,0.3
4037,Tênis Casual Masculino Vulcci Preto/branco - 0028a,Tênis Masculino Vulcci - Azul Marinho,0.4444444444444444
4038,Tênis Infantil Bibi Feminino Preto Ever  - 1100014,Tênis Infantil Bibi Ever Feminino Preto - 1100157,0.7777777777777778
4039,Kit 2 Pares Botinhas Feminina Sneakers Academia,Kit Com 2 Pares Bota Academia!!,0.4444444444444444
4040,Tênis Casual Molekinho Infantil Masculino 280112218110,Tênis Infantil Molekinho Casual Masculino,0.8333333333333334
4041,Tênis Fresh Foam Arishi Wariscp3 Rosa Feminino,Tênis New Balance Fresh Foam Arishi V3  Rosa Feminino,0.6
4042,Tênis Casual Coca Cola Shoes Cc1853 Jeans Masculino Original,Tênis Masculino Casual Black Coca Cola Shoes Monocromo,0.5454545454545454
4043,Tênis Olympikus Molecula Masculino - Preto,Tênis Olympikus Agiliza Masculino - Preto,0.7142857142857143
4044,Tênis Cyclone Urbano,Tênis Nike Estilo Urbano,0.4
4045,Tenis Feminino Slip On Via Marte,Tenis Feminino Via Marte Slip On Sem Cadarço Caminhada,0.75
4046,Tênis Skechers  Bountiful Purist  Feminino Rosa - Original,Tênis Feminino Tanara Listras Rosa - Original,0.5
4047,Bicicleta Aro 29 Houston 21 Marchas Discovery Dsn291r,Bicicleta Aro 29 Ravi 21 Marchas ,0.5555555555555556
4048, Botinha Casual Masculina Sapatenis Cano Alto Sayle + Frete,Tenis Feminino Cano Alto Botinha Fitnes Macio + Frete Grátis,0.35714285714285715
4049,Tenis Feminino Casual Plataforma Moleca 5699.102,Tenis Feminino Moleca Plataforma,0.6666666666666666
4050,"Bike Preta Aro 26, Freios V-brake 18 Marchas, 5 Usos Apenas.",Bicicleta Aro 26 Wendy Masculina Freios V-brake 18 Marchas,0.375
4051,Tênis/ Sapatenis Baby Personagem Barbie,Tênis Baby De Personagem,0.3333333333333333
4052,Mtb 29 Em Ótimo Estado De Conservação,Sapatilha Mtb Venzo Em Ótimo Estado De Conservação,0.5714285714285714
4053,Mountain Bike Topmega Sunshine Aro 29 S 21v Freios De Disco Mecânico Câmbios Shimano Tourney Tz31 Y Shimano Tourney Cor Azul-celeste,Mountain Bike Topmega Sunshine Aro 29 S 21v Freios De Disco Mecânico Câmbios Shimano Tourney Ty300 Cor Preto,0.75
4054,Tenis Oakley Flak 365,Tenis Flak 365 Lead Oakley,0.8
4055,Tênis Arezzo Em Malha Knit Preto Com Branco Novo 38,Tênis Preto E Branco ,0.375
4056,Bicicleta Retrô Aro 26 Urbana Passeio 18v Cesta Vime,Bicicleta Aro 26 Urbana Retrô Com Cesta De Vime 18v Branco,0.8
4057,Sapatilha Speed Sistema Boa Tsw Smart U2 Com Nota E Garantia,Sapatilha Ciclismo Speed Tsw Smart U2 Sistema Boa Original,0.6363636363636364
4058,Tenis Casual Infantil Para Meninas,Tenis Infantil Para Meninas Com Glitter Molekinha Casual,0.6666666666666666
4059,Tênis Molekinha 2524507 2524507,Tênis  Infantil  Molekinha,0.5
4060,Tênis Freeday Mont Carlo Havana  Pg (frete Grátis),Tênis  Freeday Mont Carlo Pg  Frete Grátis,0.7
4061,Tênis Landfeet Original Cano Alto Embarcadero Frete/gratis,Tênis Skatista Landfeet Original Dia A Dia Cano Alto Cushy ,0.5
4062,Tênis Feminino Flatform Metalizado Amarração Moderno Lindo,Tênis Feminino Moderno E Confortável Sapatênis Lindo,0.4444444444444444
4063,Bicicleta Groove Mountain Bike Groove Hype 10 21v,Bicicleta Mountain Groove Hype 10 21v Vermelho / Grafite,0.6
4064,Tenis Blitzz Mont Car Preto,Tenis Gc Preto,0.3333333333333333
4065,Tênis Infantil Menina Promoção,Tênis Menina Infantil Muito Lindo E Barato Na Promoção,0.6666666666666666
4066,Bicicleta Aro 26 Magie Sem Marchas Violeta Kyklos,Bicicleta Aro 26 Magie 21v Rosa Kyklos,0.5555555555555556
4067,Tênis Infantil Feminino Luzes Led Desenho Panda Top As328,Tênis Infantil Feminino De Rodinha E Com Luzes De Led  As108,0.45454545454545453
4068,Tênis Nike Zoom Pegasus 37 (forma Pequena),Tênis Nike Air Zoom Pegasus 37 Masculino Running + Trainning,0.35714285714285715
4069,Tênis Feminino Comfortflex 21-90304,Tênis Feminino Confortável Comfortflex,0.6
4070,Tênis Usthemp One Vegano Casual Art Pure Flowers,Tênis Usthemp One Vegano Casual Art Fractal,0.6666666666666666
4071,Conjunto Ambiligth Tv Philips 43pfg6519 (estado De Novo),Tv Tcl 49 Peças (leia),0.23076923076923078
4072,Bicicleta Aro 26 Freeride Dropp 21v Freio Disco C/suspensão,Bicicleta 26 Tipo Viking Freeride Dropp 21v Freio Disco ,0.6363636363636364
4073,Tênis Feminino Moleca Plataforma - Camurça  - Caramelo,Tênis Moleca Camurça Feminino Caramelo - 5674.100,0.75
4074,Sapatilha Mtb High One Seminova Usada Uma Vez 38,Sapatilha Ciclismo High One Mtb One,0.4444444444444444
4075,Tênis Amarração Lona Feminino Maria Antoniet Preto,Tênis Feminino Ajuste Por Amarração Vip Preto,0.4444444444444444
4076,Sapatênis Slip On Casual Iat Promoção Diversas Cores,Sapatênis Slip On Casual Iat Promoção Diversas Cores Calce ,0.8888888888888888
4077,Tênis Feminino Casual Plataforma Comfortável Skynner Star,Tênis Com Plataforma Casual Feminino,0.5714285714285714
4078,Tênis Olympikus Exact  Masculino - Azul Marinho,Tênis Olympikus Vortice Masculino - Azul Marinho,0.75
4079,Vendo Ou Troco Por Bicicleta,Vendo Ou Troco Bicicleta ,1.0
4080,Bicicleta Aro 29 Colli Mountain Bike,Bicicleta Track Bikes Tks 29 Mountain Bike Aro 29,0.5555555555555556
4081,Tênis Feminino Sneaker Com Cadarço Em Couro Nude,Tênis Sem Cadarço Feminino Detalhes Em Couro E Brilho,0.5
4082,Tenis Masculino Fly Branco,Tenis Qix Fly Branco,0.6
4083,Sapatos Femininos De Lona Plana Com Estampa Floral De Cano B,Sapatos Femininos De Lona Com Estampa De Treliça Sapatos De,0.4444444444444444
4084,Tênis Hocks Skate Tempus Céu Azul Original, Tênis Hocks Skate Tempus Varias Cores Original,0.5555555555555556
4085,Tenis Masculino Casual Asfalto,Tenis Casual Feminino E Masculino,0.6
4086,Tênis Wmns Free Rn 5.0 White Volt,Tênis Feminino Free Rn Flyknit 5.0,0.4444444444444444
4087,Sapato Usthemp Legend Art - Quadrinhos - Luciano F.,Sapato Usthemp Legend Art - Doodle Pets Por Michael D.,0.46153846153846156
4088,Tênis Casual Caminhada Feminino Verão Lançamento,Tênis Feminino Casual Tendência Verão Lançamento Levinho,0.625
4089,Pedais De Bicicleta De Estrada Pedais Antiderrapantes Ultral,Bicicleta Ajustável Da Bicicleta Da Bicicleta Da Estrada Da,0.3333333333333333
4090,Combo 2prs Tênis Colors Leve Comfortavel Premium Feminino!!!,Tênis Feminino Casual Sapatênis Leve Sapatilha Premium,0.3333333333333333
4091,Bicicleta Rino Everest 29 Freio Disco 24v Câmbios Shimano,Bicicleta Rino Everest 29 Freio Disco 21v Câmbios Shimano,0.8
4092,Tenis Feminino Branco Casual Calce Fácil Couro Legitimo Moda,Tenis Sapatenis Casual Feminino Couro Legitimo 25000 L.a,0.4166666666666667
4093,Tênis Kappa Impact 2 Masc. Verm./preto Original Envio Imed.,Tênis Kappa Impact 2 - Grafite E Laranja,0.3076923076923077
4094,Tênis Infantil Led Personagem Patrulha Canina Barato,Tênis Infantil Led Patrulha Canina Personagem Barato Óculos,0.875
4095,Chuteira Umbro Futsal Speed Iv Jr Azul,Chuteira Society Infantil Umbro Speed Iv Jr Confort Original,0.45454545454545453
4096,Tênis Bota Pampili Infantil Menina Luna Now United 435.219,Tênis Infantil Menina Pampili Now United,0.6666666666666666
4097,Tênis Menina Minnie Sem Cadarço Infantil De Personagem,Tênis Infantil Minnie Menina Luzinha Lançamento Sem Cadarço,0.625
4098,Tênis Hype Petite Jolie Preto Pj4236weast Original C/nota,Tênis Feminino Petite Jolie Hype Preto E Nude,0.5
4099,Tenis Kipling 34,Tenis Everlast Stratus 34,0.4
4100,Trek Madone Slr 7,Bicicleta Trek Madone ,0.4
4101,Tênis Ferracini Masculino Preto Couro Calce Fácil 7562f,Tênis Masculino Infantil Calce Fácil Preto,0.5555555555555556
4102,Bicicleta Aro 24 Masculina Menino Stroll Sem Marcha Preta,Bicicleta Aro 26 Masculina Adulta Stroll Sem Marcha Preta,0.6
4103,Nike Zoom Rize 2 - 43,Tênis Nike Zoom Freak 2 - Giannis Antetokoumpo,0.4
4104,Tênis Feminino Adulto Nude Verniz Cadarço Mississipi X9841,Tênis Feminino Adulto Mississipi Q1733,0.4444444444444444
4105,Bicicleta Enduro / All Mountain / Mountain Bike,Bicicleta Mountain Bike Caloi Supra,0.375
4106,Tênis Vans Sk8-hi Metal Leopard ,Tênis Sk8-hi Vans,0.6
4107,Tênis Nike Sb Charge Suede Original + Nota Fiscal Ct3463-400,Tênis Nike Chron Slr Original Com Nota Fiscal,0.4166666666666667
4108,Sapatênis Masculino De Couro - Marrom,Sapatênis Masculino Freeway Glen Em Couro - Marrom,0.7142857142857143
4109,Tenis Masculino Olympikus Tamanho Especial 48 Preto Macio,Tenis Masculino Treino Macio Olympikus Combate Preto,0.5
4110,Tenis Copacabana Azul Cód.1507,Tenis Redley Azul,0.4
4111,Tênis Vizzano Flatform Feminino Branco E Preto1214.298,Tênis Feminino Vizzano Casual Branco,0.5714285714285714
4112,Tênis Feminino Day Confort Treino Leve Macio - Olympikus,Tênis Feminino Action Super Leve Macio Treino - Olympikus,0.6363636363636364
4113,Sapatênis Feminino Macio Tênis Anabela P/ Senhoras Confort,Sapatênis Feminino Macio Tênis Anabela Confort Idosas 4cores,0.6
4114,Sapatenis Masculino Lançamento Super Tendência Hankook Top,Sapatenis Masculino Lançamento Super Tendência Hankook ,0.8571428571428571
4115,Sapatilha Shimano Mtb Carbon Sh-xc901 Preto,Sapatilha Mtb Shimano Xc700 Carbon,0.5714285714285714
4116,Tenis Dc Shoes Original Anvil La Black/whate Oportunidade !!,Tênis Dc Shoes Anvil La Original,0.5
4117,Tenis Feminino Chunky Sola Alta Academia Caminhada Leve,Tenis Feminino Corrida Caminhada Academia Leve,0.5555555555555556
4118,Tenis De Menina Com Luz De Led  Infantil Juvenil Glitter,Tenis Menina Infantil Feminino Com Luz De Led Barato,0.5555555555555556
4119,Tênis Casual Fem Rosa Kolosh Super Lindo E Estiloso Oferta,Tênis Casual Feminino Confortável E Estiloso Super Oferta,0.45454545454545453
4120,Tênis Vizzano Feminino Plataforma Flatform Sola Alta 1336306,Tênis Sola Alta Feminino Vizzano Original Plataforma Novo,0.6
4121,Tênis Acqua - Snake,Tênis - Off-white/creme/cinza,0.4
4122,Tênis Feminino Ramarim Chunky Sneaker Flatform 21 80104,Tênis Feminino Ramarim Chunky Sneaker Casual Flatform,0.6666666666666666
4123,Tenis Olympikus Index Masculino Preto Original Academia,Tenis Olympikus Masculino Index Esportivo Preto,0.625
4124,Tênis Sapatênis Mule Feminino Animal Print Moda.,Tênis Sapatênis Mule Animal Print Cobra Cascavel Pattern,0.45454545454545453
4125,Tênis Feminino Actvitta Beira Rio - Lançamentos 0012,Tênis Feminino Actvitta Beira Rio,0.625
4126,Tenis Casual Feminino Cr Shoes Estilo Visano Lançamento,Tenis Casual Feminino Cr Shoes Estilo Visano Promoçao 2018,0.7
4127,Tenis Molekinha Menina Infantil Branco 2524313,Tênis Infantil Molekinha Menina 2131.510 Branco,0.5
4128,Tenis Masculino Olympikus Combate Conforto,Tenis Olympikus Combate Masculino Academia Conforto Promoção,0.7142857142857143
4129,Tênis Feminino Para Caminhar,Tênis Feminino,0.6666666666666666
4130,Bicicleta Tsw All Quest 29x19 Full Susp Carbono Deore Xt,Bicicleta Tsw Evo Quest Gx 12v 29x19 Az Metalico ,0.26666666666666666
4131,Tênis Nike Masculino Original Downshifter 11 Lançamento Leve,Tênis Masculino Nike Downshifter 11 Leve Com Nota Fiscal,0.6
4132,Tenis Masculino Stefanini Confortável Kit 2 Pares Premium,Kit Tenis Masculino Esportivo Confortável + 2 Pares De Meia,0.5454545454545454
4133,Tênis Vizzano Chunky Recortes Metalizado Preto,Tênis Infantil Vertus Chunky Recortes Preto,0.5
4134,Jordan 5 Low Metallic,Nike Air Jordan 5,0.3333333333333333
4135,Tenis Qix Allan Mesquita Preto,Tênis Qix Allan Mesquita Infantil Preto Total Original,0.4444444444444444
4136,Tenis Cat Coturno Masculino Caterpillar Bota Adventure,Tênis Coturno Bota Tenis Cat Masculino Adventure Promoção,0.6666666666666666
4137,Tênis Feminino Melis Via Angel Casual Sola Alta Barato ,Tênis Feminino Casual Sapatênis Flat Melis Sola Alta Barato,0.6363636363636364
4138,"Tênis Nike Zoom Winflo 7 Feminino Running, Academia",Tênis Nike Zoom Winflo 7 Rosa,0.5
4139,Tênis Nike Court Borough Low 2 Preto V21 Bq5448 001,Tênis Nike Court Royale 2 Low Masculino,0.4166666666666667
4140,Bomba De Pe  Para Inflar Alta Pressao House Tools E179,Bomba De Inflar Dupla Ação - Bico 7mm - Liveup - Liveup,0.14285714285714285
4141,Tênis Masculino Olympikus Oasis / 868,Tênis Olympikus Oasis Masculino Branco,0.5714285714285714
4142,Tênis Personalizado Extraterrestre Com Boné Trucker Allien,Tênis Casual Slip On Boné Trucker Com Máscara Personalizado,0.4
4143,Kit Tênis Masculino Sapatenis Casual Com Relógio Promoção,Tênis Sapatenis  Masculino Casual Moderno Promoção,0.625
4144,Tênis Dray Jogging.,Tênis Jogging,0.5
4145,6 Tênis Masculino B2c Casual Frete Grátis Black Friday,3 Tênis Masculino B2c Casual  Frete Grátis Black Friday,0.8
4146,Tênis Usthemp Long Temático - Tingo Almeida,Tênis Usthemp Slip-on Temático - Tingo Almeida,0.75
4147,Tênis Feminino Crossfit Everlast Original Preto/rosa - Ofert,Tênis Feminino Crossfit Everlast ,0.5
4148,Tênis Wilson Rush Pro 3.5 Clay Cinza E Preto,Tênis Wilson Rush Pro 2.5 Clay Azul,0.5
4149,Tênis Slip On Masculino Action ,Tênis Masculino Actvitta Slip On,0.6666666666666666
4150,Tênis Tamanho Grande Masculino + Brinde ,Tênis Masculino + Brinde,0.6666666666666666
4151,Tênis Nike Sb Charge Slr Pronta Entrega,Tênis Nike Sb Charge Slip Premium 42br/10us,0.4
4152,Mini Tv & Radio Rtv 002 - Portátil - Não Funciona,Mini Tv Portátil Casio,0.3
4153,Caloi Poti Original 1986,"Bicicleta Retro Caloi Poti Aro 27,5 ",0.25
4154,Tênis Nike Kyrie 6 Vermelho E Branco 41 - Original -basquete,Tênis Branco Vizzano - Original,0.36363636363636365
4155,Tênis Feminino Coca-cola Branco Couro Atlanta Leather,Tênis Feminino Coca Cola Casual Atlanta Leather Couro Branco,0.6
4156,Tenis Infantil Meninal Molekinha,Tenis Infantil Molekinha 2536100,0.6
4157,Sapatenis Feminino Casual Jogging Confort E Macio 003,Tênis Sapatenis Feminino Lançamento Casual Macio Skalvin,0.4
4158,Tênis Feminino adidas Run Falcon 2.0,Tênis Run Falcon 2.0 -branco adidas,0.7142857142857143
4159,Tênis Feminino Moleca Solado Metalizado Tratorado Conforto,Tênis Feminino Moleca Tratorado Super Conforto ,0.625
4160,Tênis Infantil Pé Com Pé Calce Fácil Runner Guty 15121 Preto,Tênis Masculino Infantil Calce Fácil Preto,0.5
4161,Tênis Olympikus Fourty Leveza E Conforto Preto Masculino 772,Tênis Masculino Olympikus Fourty 772 - Preto,0.6666666666666666
4162,Sapatilha Mtb Absolut Nero Preto/vermelho Tam: 41,Sapatilha Scott Mtb Team Boa Tam: 41,0.45454545454545453
4163,Tenis Ride Skateboard Mid Tornado Vinho,Mid Médio Cano Tenis,0.25
4164,Sapatênis Fly Super Confortável,Tênis Sapatênis Confortável,0.4
4165,Tênis Plataforma Feminino Sapatenis Blogueira Solado Branco!,Tênis Feminino Sneaker Plataforma Chunky Blogueira Branco,0.5
4166,Smart Tv Un50au7700gxzd 50 Polegadas Crystal 4k Samsung,Smart Tv Samsung 75 Polegadas Crystal Uhd 4k Un75au7700gxzd,0.5454545454545454
4167,Tênis Iate Super Star Sst3387,Super Star Sst3387 - Tênis Unissex Retro Lona Iate Slip,0.5
4168,Suporte Para Bike Guidon Barra,Bike Rino ,0.2
4169,Tênis Via Marte Casual Feminino 2 Cadarços Lançamento Branco,Tênis Casual Com 2 Cadarços Via Marte 21-11401-04 Branco,0.7
4170,Botinha Everlast Clinch Ii Feminina Preta,Tênis Everlast Clinch Ii Boxe Feminino,0.3333333333333333
4171,Tênis Infantil Branco Tik Tok Camiseta Feminina Bucket Hat,Tênis Infantil Branco,0.3333333333333333
4172,Tenis Botinha White Star Cano Alto Original Leve Promoção,Tenis All Estrela White Star Cano Alto Botinha Envio Rápido ,0.46153846153846156
4173,Sapatilha Ciclista Bike Mtb Cobok High One Preto/cinza,Sapatilha Mtb Feminina Bike One High One Preto Rosa,0.45454545454545453
4174,Tênis Feminino Chunky Sneaker Rosa Vizzano,Tênis Feminino Napa Sneaker Chunky Vizzano,0.7142857142857143
4175,Tênis Infantil Masculino De Caminhada Confortável Simon Verg,Tênis Masculino Caminhada Máximo Conforto Degradê Simon Verg,0.5
4176,Bicicleta Aro 26 Caloi Alpes 21 Marchas  Freios V-brake Mtb,Bicicleta Caloi - Aro 26 - 21 Marchas,0.5454545454545454
4177,Bicicleta Aro 26 Masculina Bicolor V- Brake Varias Cores,Bicicleta Aro 26 Homem Bicolor V- Brake Varias Cores,0.8
4178,Bicicleta Oggi Caturra 2018,Bicicleta Speed Oggi Stimolla 2018,0.5
4179,Sapatenis Casual Masculino Denim Scott Democrata Marrom,Sapatenis Democrata Masculino Denim Rave Casual Promoção,0.5555555555555556
4180,Tênis Pampili Lily Luz Mescla,Tênis Pampili Com Luz Preto .,0.42857142857142855
4181,Tênis Bota Masculino Adventure Limitada,Tênis Adventure Wonder Masculino Preto Bota Para Trilha,0.5
4182,Tênis Infantil Molekinha  2131.107 Em Promoção,Tênis  Infantil  Molekinha,0.6
4183,Tênis Feminino Pimpolho Rosa - 33489,Tênis Fila Rippler Feminino -  Rosa,0.5
4184,Tenis Dg G7 Sorrento Branco Vermelho Unissex Preferida,Tenis Dg G7 Sorrento Branco Vermelho Unissex Top,0.7777777777777778
4185,Tênis Mizuno Cometa Feminino Envio Imediato,Tênis Mizuno Jet 4 Feminino Envio Imediato,0.625
4186,Tênis Asics Gel-kihai 2 Chumbo Pronta Entrega,Tênis Asics Gel-kihai 2 Chumbo Original,0.625
4187,Tênis Botinha Cinza Moletom,Tênis Botinha Masculino Everlast Station Cinza,0.42857142857142855
4188,Tenis Feminino P/ Academia E Caminhada R1108 Nude + 2 Meias,Tenis Feminino P/ Academia E Caminhada R1108 Cinza/rosa,0.5454545454545454
4189,Tênis Masculino Cinza - Tamanho 43 - Cavalera,Tênis Rainha Vision Masculino - Cinza,0.4444444444444444
4190,"Tênis Asics Raiden 3 Feminino Caminhada, Corrida",Tênis Asics Raiden 3 Academia Caminhada Feminino Original,0.6
4191,Hd Tênis Hd 1001 Preto ,Tênis Preto ,0.5
