,item_id,vertical,category,domain,score
991,545198105,CE,ELECTRONICS,MLC-HAIR_CLIPPERS,0.8074
992,623706157,T & B,TOYS AND GAMES,MLC-KICK_SCOOTERS,0.7974
993,487297711,CE,ELECTRONICS,MLC-REFRIGERATORS,0.8069999999999999
994,638406298,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-MITER_SAWS,0.7968
995,609182920,CE,MOBILE,MLC-CELLPHONES,0.8066
996,609191467,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7966
997,917519494,CE,MOBILE,MLC-SMARTWATCHES,0.8064
998,614115522,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BENCH_POLISHERS,0.7964
999,630266405,CE,MOBILE,MLC-CELLPHONES,0.8059999999999999
1000,907511878,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7959999999999999
1001,509789376,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.8058
1002,507391026,APP & SPORTS,SPORTS,MLC-CAMPING_AND_FISHING_EQUIPMENT,0.7958
1003,642938301,CE,MOBILE,MLC-CELLPHONES,0.8052
1004,584143873,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.7956
1005,901795898,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.8049999999999999
1006,634133850,OTHERS,PET PRODUCTS,MLC-LIQUID_DOG_AND_CAT_REPELLENTS,0.7954
1007,528858791,CE,MOBILE,MLC-TABLETS,0.8038
1008,614786511,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.7952
1009,563390498,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.8032
1010,532800695,OTHERS,PET PRODUCTS,MLC-ANIMAL_CLIPPERS,0.7948
1011,542865265,CE,MOBILE,MLC-TABLETS,0.8028
1012,537566526,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7944
1013,900433333,CE,MOBILE,MLC-CELLPHONES,0.8014
1014,446875330,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-VOLTAGE_CONVERTERS,0.7942
1015,582632213,CE,MOBILE,MLC-CELLPHONES,0.8002
1016,569077539,HOME & INDUSTRY,HOME&DECOR,MLC-SUNBATHING_CHAIRS,0.7938
1017,626112743,CE,ELECTRONICS,MLC-TV_AND_MONITOR_MOUNTS,0.8
1018,519245324,APP & SPORTS,FOOTWEAR,MLC-SNEAKERS,0.7936
1019,612509524,CE,COMPUTERS,MLC-STYLUSES,0.7996
1020,642332743,HOME & INDUSTRY,HOME&DECOR,MLC-BEDS,0.7929999999999999
1021,619512768,CE,ELECTRONICS,MLC-ELECTRIC_WAFFLE_MAKERS,0.7992
1022,507098585,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.7928
1023,582192057,CE,COMPUTERS,MLC-SPEAKERS,0.7989999999999999
1024,539153434,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7924
1025,640461553,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.7986
1026,610548446,BEAUTY & HEALTH,PERSONAL CARE,MLC-FACIAL_SKIN_CARE_PRODUCTS,0.792
1027,918664432,CE,MOBILE,MLC-SMARTWATCHES,0.7984
1028,577026055,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_HOOKS,0.7918
1029,929865578,CE,MOBILE,MLC-CELLPHONES,0.7982
1030,635763201,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-COMBUSTION_BRUSH_CUTTERS_AND_STRING_TRIMMERS,0.7916
1031,548593057,CE,ELECTRONICS,MLC-AIR_PURIFIERS,0.7976
1032,536812786,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7914
1033,579751866,CE,ELECTRONICS,MLC-MIXERS,0.7972
1034,917124602,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7912
1035,534789074,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.7969999999999999
1036,575446321,HOME & INDUSTRY,HOME&DECOR,MLC-DOOR_AND_WINDOW_AWNINGS_AND_EAVES,0.7908
1037,914965952,CE,MOBILE,MLC-TABLETS,0.7962
1038,560985747,HOME & INDUSTRY,HOME&DECOR,MLC-DECORATIVE_BASKETS,0.7904
1039,600468266,CE,ELECTRONICS,MLC-TV_REMOTE_CONTROLS,0.795
1040,548181080,CPG,PERSONAL HYGIENE,MLC-DISPOSABLE_BABY_DIAPERS,0.7902
1041,635938023,CE,MOBILE,MLC-CELLPHONES,0.7946
1042,529234788,HOME & INDUSTRY,HOME&DECOR,MLC-HAIR_DRYER_HOLDERS,0.79
1043,450778920,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.794
1044,539491467,HOME & INDUSTRY,SECURITY,MLC-FENCE_PRIVACY_TAPES,0.7898
1045,582776137,CE,MOBILE,MLC-CELLPHONES,0.7934
1046,486183157,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DEMOLITION_HAMMERS,0.7894
1047,574369398,CE,ELECTRONICS,MLC-HAIR_DRYERS,0.7932
1048,523776122,HOME & INDUSTRY,HOME&DECOR,MLC-LED_STRIPS,0.7888
1049,532294840,CE,ELECTRONICS,MLC-IRONS,0.7926
1050,568469993,APP & SPORTS,SPORTS,MLC-AEROBICS_AND_FITNESS_EQUIPMENT,0.7882
1051,525124350,CE,COMPUTERS,MLC-SPEAKERS,0.7922
1052,508272433,HOME & INDUSTRY,HOME&DECOR,MLC-QUILTS_AND_COVERLETS,0.7878
1053,523980661,CE,ELECTRONICS,MLC-FANS,0.7909999999999999
1054,639730284,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-LASER_LEVELS,0.7874
1055,609194797,CE,ELECTRONICS,MLC-HAIR_CLIPPERS,0.7906
1056,640029039,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.787
1057,617869351,CE,COMPUTERS,MLC-HARD_DRIVES_AND_SSDS,0.7896
1058,620013183,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7867999999999999
1059,577990343,CE,ELECTRONICS,MLC-REFRIGERATORS,0.7892
1060,570736680,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7866
1061,511111461,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.789
1062,511125098,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-HEALTH_CARE_SUPPLIES,0.7859999999999999
1063,550323567,CE,COMPUTERS,MLC-TONERS,0.7886
1064,568224197,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PORTABLE_GENERATORS,0.7858
1065,908512381,CE,MOBILE,MLC-TABLETS,0.7884
1066,551265939,HOME & INDUSTRY,HOME&DECOR,MLC-BATHROOM_SUPPLIES,0.7856
1067,611219821,CE,COMPUTERS,MLC-COMPUTER_MICE,0.7879999999999999
1068,524360912,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.7854
1069,474368059,CE,COMPUTERS,MLC-PRINTERS,0.7876
1070,517726563,ACC,MOTOPARTS,MLC-MOTORCYCLE_HELMETS,0.785
1071,612692583,CE,ELECTRONICS,MLC-TELEVISIONS,0.7872
1072,477195096,APP & SPORTS,SPORTS,MLC-STEPPERS,0.7847999999999999
1073,528399785,CE,COMPUTERS,MLC-GRAPHICS_TABLETS,0.7864
1074,525815540,HOME & INDUSTRY,HOME&DECOR,MLC-SAFES,0.7844
1075,608908739,CE,ELECTRONICS,MLC-TELESCOPES,0.7862
1076,584161108,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PRESSURE_WASHERS,0.7838
1077,921062132,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.7852
1078,517154630,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.7834
1079,561815975,CE,COMPUTERS,MLC-MICROPHONES,0.7846
1080,535350054,HOME & INDUSTRY,STATIONARY,MLC-PENCIL_CASES,0.7832
1081,577990565,CE,MOBILE,MLC-CELLPHONES,0.7842
1082,909235841,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7827999999999999
1083,541962152,CE,ELECTRONICS,MLC-FANS,0.784
1084,553675659,APP & SPORTS,SPORTS,MLC-BICYCLE_ACCESSORIES_AND_SPARE_PARTS,0.7824
1085,908831092,CE,ELECTRONICS,MLC-TELEVISIONS,0.7836
1086,502082227,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.7822
1087,612694951,CE,ELECTRONICS,MLC-VIDEO_GAMES,0.7829999999999999
1088,451830221,OTHERS,PET PRODUCTS,MLC-CATS_LITTER,0.782
1089,911013018,CE,ELECTRONICS,MLC-AIR_CONDITIONERS,0.7826
1090,591336618,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CIRCULAR_SAWS,0.7816
1091,900724780,CE,COMPUTERS,MLC-SPEAKERS,0.7818
1092,573368310,ACC,AUTOPARTS,MLC-VEHICLE_ACCESSORIES,0.7814
1093,640467820,CE,MOBILE,MLC-SMARTWATCHES,0.7812
1094,573368645,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.7809999999999999
1095,565769373,T & B,TOYS AND GAMES,MLC-KICK_SCOOTERS,0.7807999999999999
1096,916402454,BEAUTY & HEALTH,PERSONAL CARE,MLC-BODY_SKIN_CARE_PRODUCTS,0.7806
1097,623168752,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7804
1098,452485711,T & B,TOYS AND GAMES,MLC-FOOSBALL_TABLES,0.78
1099,909229015,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.7802
1100,574738847,APP & SPORTS,APPAREL ACCESORIES,MLC-BODY_SHAPERS,0.7798
1101,917807138,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_PAINT_SPRAYERS,0.7796
1102,622098505,CE,COMPUTERS,MLC-NOTEBOOKS,0.7794
1103,521776451,ACC,AUTOPARTS,MLC-ENGINE_OILS,0.7792
1104,580316787,CPG,PERSONAL HYGIENE,MLC-HAIR_TREATMENTS,0.779
1105,534890919,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SOLAR_PANELS,0.7787999999999999
1106,627920002,CE,MOBILE,MLC-CELLPHONES,0.7786
1107,561002400,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7784
1108,615327786,CE,COMPUTERS,MLC-HEADPHONES,0.7778
1109,519320142,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7782
1110,642959544,CE,MOBILE,MLC-SMARTWATCHES,0.7774
1111,527814045,HOME & INDUSTRY,HOME&DECOR,MLC-COMFORTERS,0.778
1112,929916695,CE,MOBILE,MLC-CELLPHONES,0.7772
1113,917079119,HOME & INDUSTRY,HOME&DECOR,MLC-SOFAS,0.7776
1114,632667662,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.777
1115,535636537,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7767999999999999
1116,615565901,CE,COMPUTERS,MLC-PRINTERS,0.7766
1117,535769078,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-PLUNGE_ROUTERS,0.7758
1118,614999014,CE,MOBILE,MLC-CELLPHONES,0.7764
1119,570063847,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7756
1120,603857833,CE,COMPUTERS,MLC-USB_HUBS,0.7762
1121,528556839,APP & SPORTS,APPAREL ACCESORIES,MLC-BACKPACKS,0.7754
1122,616399876,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.7759999999999999
1123,550270275,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.775
1124,640722979,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7752
1125,925178928,APP & SPORTS,SPORTS,MLC-GYM_DUMBBELLS,0.7746
1126,627263575,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7747999999999999
1127,622113911,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.7744
1128,929244375,CE,ELECTRONICS,MLC-DRONES,0.7742
1129,638042914,T & B,TOYS AND GAMES,MLC-TRADING_CARD_GAMES,0.774
1130,625094922,CE,MOBILE,MLC-CELLPHONES,0.7738
1131,553147018,HOME & INDUSTRY,HOME&DECOR,MLC-WALL_AND_CEILING_LIGHTS,0.7736
1132,537566394,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7734
1133,615579331,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7732
1134,910798027,HOME & INDUSTRY,HOME&DECOR,MLC-FRAME_POOLS,0.773
1135,611219794,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.7726
1136,523837732,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-WRENCH_SETS,0.7727999999999999
1137,626126521,APP & SPORTS,SPORTS,MLC-AEROBIC_CRUNCH_MACHINES,0.772
1138,907030260,HOME & INDUSTRY,INDUSTRY,MLC-THERMAL_TAPES,0.7724
1139,911656357,CE,MOBILE,MLC-CELLPHONES,0.7718
1140,601499704,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7722
1141,516439192,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.7716
1142,631709240,CE,COMPUTERS,MLC-NOTEBOOKS,0.7714
1143,616321064,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7709999999999999
1144,537769868,CE,ELECTRONICS,MLC-PHOTOGRAPHIC_INSTANT_FILMS,0.7712
1145,903418409,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7706
1146,596465194,CE,ELECTRONICS,MLC-DRONES,0.7708
1147,622113905,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_DRILLS,0.77
1148,563160690,CE,ELECTRONICS,MLC-STEAM_CLEANERS,0.7704
1149,555025930,HOME & INDUSTRY,HOME&DECOR,MLC-PILLOWS,0.7696
1150,609477318,CE,ELECTRONICS,MLC-MEMORY_CARDS,0.7702
1151,913635888,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CHAINSAWS,0.769
1152,584119854,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.7698
1153,552015956,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.7688
1154,601750109,CE,COMPUTERS,MLC-EXTERNAL_LAPTOP_COOLERS,0.7694
1155,585737802,APP & SPORTS,SPORTS,MLC-YOGA_MATS,0.7682
1156,609520831,CE,ELECTRONICS,MLC-VIDEO_GAMES,0.7692
1157,536272202,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.768
1158,902064945,CE,ELECTRONICS,MLC-MICROWAVES,0.7686
1159,549995614,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_LAWN_MOWERS,0.7678
1160,612692575,CE,ELECTRONICS,MLC-TELEVISIONS,0.7684
1161,908830798,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7674
1162,929488152,CE,MOBILE,MLC-CELLPHONES,0.7676
1163,452155228,ACC,AUTOPARTS,MLC-ENGINE_OILS,0.7672
1164,909219838,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SANDER_MACHINES,0.767
1165,526334711,CE,ELECTRONICS,MLC-ROBOT_VACUUMS,0.7666
1166,625492717,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-DRILL_BITS,0.7668
1167,923239473,CE,COMPUTERS,MLC-HEADPHONES,0.7662
1168,605944255,HOME & INDUSTRY,HOME&DECOR,MLC-BEDS,0.7664
1169,553022701,OTHERS,PET PRODUCTS,MLC-CAT_SCRATCHERS,0.7658
1170,640029034,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.7659999999999999
1171,496749110,CE,ELECTRONICS,MLC-DJ_TURNTABLES,0.7656
1172,552333118,BEAUTY & HEALTH,PHARMACEUTICS,MLC-HEARING_AIDS,0.7654
1173,584737823,HOME & INDUSTRY,HOME&DECOR,MLC-POOL_LIGHTS,0.7652
1174,639380398,CE,MOBILE,MLC-SMARTWATCHES,0.765
1175,903979747,APP & SPORTS,SPORTS,MLC-BICYCLES,0.7648
1176,629821792,CE,MOBILE,MLC-CELLPHONES,0.7646
1177,581543100,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-BODYWEIGHT_SCALES,0.7644
1178,622380138,HOME & INDUSTRY,HOME&DECOR,MLC-STOOLS,0.7642
1179,614337468,CE,ELECTRONICS,MLC-SMART_SPEAKERS,0.7638
1180,922383568,HOME & INDUSTRY,INDUSTRY,MLC-INDUSTRIAL_ICE_CREAM_MACHINES,0.764
1181,615579479,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7636
1182,456138268,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.7632
1183,456997297,CE,ELECTRONICS,MLC-TELESCOPES,0.7634
1184,548346877,HOME & INDUSTRY,HOME&DECOR,MLC-KITCHEN_COOKWARE_SETS,0.763
1185,465896186,CE,ELECTRONICS,MLC-COOKTOPS,0.7626
1186,516546007,HOME & INDUSTRY,STATIONARY,MLC-PACKAGING_ROLLS,0.7628
1187,595491165,T & B,BABY,MLC-MILK_EXTRACTORS,0.7624
1188,451083907,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SOLAR_KITS,0.7622
1189,914241599,CE,ELECTRONICS,MLC-HAIR_STRAIGHTENERS,0.762
1190,591312840,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7618
1191,902640468,HOME & INDUSTRY,INDUSTRY,MLC-HYGROMETERS,0.7616
1192,635636094,CE,ELECTRONICS,MLC-DRONES,0.7614
1193,574055623,HOME & INDUSTRY,HOME&DECOR,MLC-SOAP_AND_DETERGENT_DISPENSERS,0.7609999999999999
1194,611219819,CE,MOBILE,MLC-TABLETS,0.7612
1195,559593086,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_DECOR,0.7608
1196,916704931,CE,COMPUTERS,MLC-NOTEBOOKS,0.7605999999999999
1197,531221013,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-ESTHETIC_ELECTRIC_DEVICES,0.7604
1198,597360380,CE,COMPUTERS,MLC-MICROPHONES,0.7602
1199,549999343,APP & SPORTS,SPORTS,MLC-ROLLER_SKATES,0.76
1200,634368799,CE,MOBILE,MLC-TABLETS,0.7598
1201,543073151,BEAUTY & HEALTH,PHARMACEUTICS,MLC-THERMOMETERS,0.7596
1202,525815605,HOME & INDUSTRY,HOME&DECOR,MLC-SAFES,0.7594
1203,929910960,CE,MOBILE,MLC-CELLPHONES,0.759
1204,551980178,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-BATHROOM_FAUCETS,0.7592
1205,929878467,CE,MOBILE,MLC-CELLPHONES,0.7588
1206,579640054,APP & SPORTS,SPORTS,MLC-CYCLING_AND_SKATING_HELMETS,0.7584
1207,901006522,CE,MOBILE,MLC-SMARTWATCHES,0.7585999999999999
1208,609897504,APP & SPORTS,APPAREL,MLC-T_SHIRTS,0.7582
1209,634042601,HOME & INDUSTRY,HOME&DECOR,MLC-CHRISTMAS_LIGHTS,0.758
1210,600761346,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7578
1211,537951303,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7576
1212,501153025,HOME & INDUSTRY,INDUSTRY,MLC-SEWING_MACHINES,0.7572
1213,927817227,CE,ELECTRONICS,MLC-COOKTOPS,0.7574
1214,568038879,BEAUTY & HEALTH,PERSONAL CARE,MLC-FALSE_EYELASHES,0.7564
1215,611219758,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.757
1216,515081875,OTHERS,PET PRODUCTS,MLC-DOG_POTTY_PADS,0.7559999999999999
1217,629309852,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7568
1218,452897779,ACC,VEHICULAR MULTIMEDIA,MLC-GPS,0.7554
1219,926424558,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7565999999999999
1220,491900674,ACC,AUTOPARTS,MLC-CAR_LIGHT_BULBS,0.7552
1221,627819245,CE,ELECTRONICS,MLC-DRONES,0.7562
1222,622422230,HOME & INDUSTRY,HOME&DECOR,MLC-MATTRESSES,0.7545999999999999
1223,623993699,CE,ELECTRONICS,MLC-HAIR_STRAIGHTENERS,0.7558
1224,621764512,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7544
1225,519319635,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.7556
1226,613316582,CPG,FOODS,MLC-CEREAL_BARS,0.754
1227,917102707,CE,MOBILE,MLC-CELLPHONES,0.755
1228,553947805,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.7536
1229,615313357,CE,ELECTRONICS,MLC-WASHING_MACHINES,0.7548
1230,915979302,T & B,TOYS AND GAMES,MLC-ELECTRIC_SCOOTERS,0.7532
1231,924051879,CE,MOBILE,MLC-CELLPHONES,0.7542
1232,916387755,T & B,TOYS AND GAMES,MLC-STUFFED_TOYS,0.7525999999999999
1233,640459562,CE,MOBILE,MLC-CELLPHONES,0.7538
1234,915583135,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7524
1235,627920268,CE,MOBILE,MLC-CELLPHONES,0.7534
1236,624753682,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7522
1237,472624984,CE,ELECTRONICS,MLC-ELECTRONIC_PRODUCTS,0.753
1238,548602586,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7518
1239,523918774,CE,ELECTRONICS,MLC-FANS,0.7528
1240,583027557,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.7512
1241,922336565,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.752
1242,612528709,HOME & INDUSTRY,SECURITY,MLC-SURVEILLANCE_CAMERAS,0.7509999999999999
1243,599233764,CE,ELECTRONICS,MLC-VACUUM_CLEANERS,0.7516
1244,627408903,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7508
1245,924878314,CE,COMPUTERS,MLC-DESKTOP_COMPUTERS,0.7514
1246,585796964,BEAUTY & HEALTH,PERSONAL CARE,MLC-PERFUMES,0.7505999999999999
1247,529123025,CE,ELECTRONICS,MLC-ELECTRIC_JUGS,0.7504
1248,530312347,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7502
1249,582776152,CE,MOBILE,MLC-CELLPHONES,0.7498
1250,642506257,HOME & INDUSTRY,HOME&DECOR,MLC-INDOOR_CURTAINS_AND_BLINDS,0.75
1251,921683981,CE,MOBILE,MLC-CELLPHONES,0.7496
1252,529484350,HOME & INDUSTRY,HOME&DECOR,MLC-BATHROOM_SUPPLIES,0.7492
1253,634127700,CE,MOBILE,MLC-MOBILE_DEVICE_CHARGERS,0.7494
1254,522425268,HOME & INDUSTRY,INDUSTRY,MLC-EXHIBITOR_REFRIGERATORS,0.7490000000000001
1255,631994472,CE,MOBILE,MLC-CELLPHONES,0.7488
1256,620368598,APP & SPORTS,SPORTS,MLC-BICYCLE_SEATS,0.748
1257,582453755,CE,ELECTRONICS,MLC-DEEP_FRYERS,0.7485999999999999
1258,550969651,HOME & INDUSTRY,HOME&DECOR,MLC-FLOOD_LIGHTS,0.7474
1259,611219816,CE,MOBILE,MLC-CELLPHONES,0.7484
1260,911127646,OTHERS,PET PRODUCTS,MLC-DOG_POTTY_PADS,0.7472
1261,465896291,CE,ELECTRONICS,MLC-RANGES,0.7482
1262,446732003,CPG,CLEANING,MLC-LAUNDRY_DETERGENTS,0.747
1263,523781665,CE,ELECTRONICS,MLC-PORTABLE_EVAPORATIVE_AIR_COOLERS,0.7478
1264,925754982,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-ELECTRIC_CHAINSAWS,0.7468
1265,559335117,CE,ELECTRONICS,MLC-DRONES,0.7476
1266,460010018,CPG,FOODS,MLC-EDIBLE_PAPERS,0.7465999999999999
1267,524308672,CE,ELECTRONICS,MLC-OVENS,0.7464
1268,469217273,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-TOOL_AND_CONSTRUCTION_SUPPLIES,0.7458
1269,620362898,CE,COMPUTERS,MLC-SPEAKERS,0.7462
1270,581885640,HOME & INDUSTRY,HOME&DECOR,MLC-WALLPAPERS,0.7456
1271,629807050,CE,MOBILE,MLC-CELLPHONES,0.746
1272,515783822,T & B,BABY,MLC-POTTIES,0.7454
1273,555022996,ACC,AUTOPARTS,MLC-VEHICLE_MULTIMEDIA_SYSTEMS,0.7452
1274,550240009,CE,ELECTRONICS,MLC-STREAMING_MEDIA_DEVICES,0.745
1275,545924318,CPG,PERSONAL HYGIENE,MLC-DISPOSABLE_BABY_DIAPERS,0.7448
1276,910409482,CE,ELECTRONICS,MLC-GAME_CONSOLES,0.7445999999999999
1277,474123526,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-AIR_COMPRESSORS,0.7442
1278,533227132,CE,COMPUTERS,MLC-PRINTERS,0.7444
1279,496874768,BEAUTY & HEALTH,PERSONAL CARE,MLC-BEAUTY_AND_PERSONAL_CARE_SUPPLIES,0.7440000000000001
1280,529540598,HOME & INDUSTRY,TOOLS AND CONSTRUCTION,MLC-SHOWER_CADDIES,0.7438
1281,564748364,APP & SPORTS,SUPLEMENTS,MLC-SUPPLEMENTS,0.7434
1282,436736495,HOME & INDUSTRY,INDUSTRY,MLC-WORK_COVERALLS_AND_OVERALLS,0.7436
1283,901428732,CE,COMPUTERS,MLC-PRINTERS,0.743
1284,631194666,HOME & INDUSTRY,INDUSTRY,MLC-FILE_BOXES,0.7432
1285,577711005,CE,MOBILE,MLC-CELLPHONES,0.7428
1286,570827704,BEAUTY & HEALTH,BEAUTY EQUIPMENT,MLC-PERMANENT_EPILATORS,0.7425999999999999
1287,596461252,HOME & INDUSTRY,HOME&DECOR,MLC-HOME_LIGHTING_SUPPLIES,0.7424
1288,920459859,OTHERS,PET PRODUCTS,MLC-FLEA_AND_TICK_TREATMENTS,0.7422
1289,633647834,APP & SPORTS,SPORTS,MLC-ROWING_MACHINES,0.742
1290,577764730,HOME & INDUSTRY,INDUSTRY,MLC-OFFICE_CHAIRS,0.7416
1291,632428126,APP & SPORTS,APPAREL,MLC-PANTS,0.7418
1292,640459652,BEAUTY & HEALTH,PHARMACEUTICS,MLC-SURGICAL_AND_INDUSTRIAL_MASKS,0.7414
1293,496883067,HOME & INDUSTRY,HOME&DECOR,MLC-BOX_SPRING_AND_MATTRESS_SETS,0.7412
1294,576205058,CE,ELECTRONICS,MLC-HOME_THEATERS,0.741
1295,632666096,APP & SPORTS,SPORTS,MLC-AIR_MATTRESSES,0.7405999999999999
1296,904561548,CE,COMPUTERS,MLC-COMPUTER_MONITORS,0.7408
